subject,list,position,trial_type,item,item_index,session,list_type,category,response,response_time,list_category
45,31,1,study,MORGAN FREEMAN,185,2,mixed,cel,4.0,0.924,mixed
45,31,2,study,BARRY BONDS,23,2,mixed,cel,2.0,1.611,mixed
45,31,3,study,JENNIFER ANISTON,120,2,mixed,cel,2.0,1.227,mixed
45,31,4,study,DICE,573,2,mixed,obj,2.0,2.135,mixed
45,31,5,study,BANJO,524,2,mixed,obj,1.0,1.288,mixed
45,31,6,study,THE MET,474,2,mixed,loc,4.0,1.06,mixed
45,31,7,study,CINDERELLA CASTLE,300,2,mixed,loc,2.0,2.063,mixed
45,31,8,study,MACHU PICHU,375,2,mixed,loc,4.0,1.34,mixed
45,31,9,study,NECKLACE,658,2,mixed,obj,4.0,1.5019999999999998,mixed
45,31,10,study,LIPSTICK,642,2,mixed,obj,2.0,1.505,mixed
45,31,11,study,DESK,572,2,mixed,obj,4.0,2.026,mixed
45,31,12,study,WAFFLE,755,2,mixed,obj,3.0,1.608,mixed
45,31,13,study,FREDDIE MERCURY,90,2,mixed,cel,4.0,1.203,mixed
45,31,14,study,DAN RATHER,65,2,mixed,cel,2.0,1.547,mixed
45,31,15,study,HOLLYWOOD,344,2,mixed,loc,3.0,1.3719999999999999,mixed
45,31,16,study,CAPE OF GOOD HOPE,289,2,mixed,loc,3.0,2.198,mixed
45,31,17,study,VACUUM CLEANER,751,2,mixed,obj,3.0,1.348,mixed
45,31,18,study,LIGHT SWITCH,639,2,mixed,obj,4.0,1.4040000000000001,mixed
45,31,19,study,FLORENCE,321,2,mixed,loc,4.0,0.898,mixed
45,31,20,study,LUXOR HOTEL,374,2,mixed,loc,1.0,1.629,mixed
45,31,21,study,MOUNT RAINIER,396,2,mixed,loc,4.0,1.8119999999999998,mixed
45,31,22,study,SAM WATERSTON,223,2,mixed,cel,1.0,0.914,mixed
45,31,23,study,RICHARD SIMMONS,213,2,mixed,cel,2.0,1.308,mixed
45,31,24,study,BRUCE LEE,42,2,mixed,cel,4.0,1.2830000000000001,mixed
45,31,1,recall,BRUCE LEE,42,2,mixed,cel,4.0,1.2830000000000001,mixed
45,31,2,recall,SAM WATERSTON,223,2,mixed,cel,1.0,0.914,mixed
45,31,3,recall,MACHU PICHU,375,2,mixed,loc,4.0,1.34,mixed
45,31,4,recall,DESK,572,2,mixed,obj,4.0,2.026,mixed
45,31,5,recall,LIGHT SWITCH,639,2,mixed,obj,4.0,1.4040000000000001,mixed
45,31,6,recall,BANJO,524,2,mixed,obj,1.0,1.288,mixed
45,33,1,study,JUSTIN TIMBERLAKE,146,3,mixed,cel,3.0,1.423,mixed
45,33,2,study,PRINCESS DIANA,203,3,mixed,cel,4.0,1.786,mixed
45,33,3,study,PEARL HARBOR,416,3,mixed,loc,3.0,1.7730000000000001,mixed
45,33,4,study,GRACELAND,332,3,mixed,loc,1.0,1.476,mixed
45,33,5,study,SHEA STADIUM,450,3,mixed,loc,1.0,1.6369999999999998,mixed
45,33,6,study,GLOVES,598,3,mixed,obj,3.0,1.8330000000000002,mixed
45,33,7,study,SPRAY PAINT,718,3,mixed,obj,1.0,1.453,mixed
45,33,8,study,LENS,638,3,mixed,obj,2.0,1.911,mixed
45,33,9,study,OLYMPIA,409,3,mixed,loc,3.0,1.3030000000000002,mixed
45,33,10,study,INDEPENDENCE HALL,349,3,mixed,loc,2.0,1.565,mixed
45,33,11,study,PENDULUM,667,3,mixed,obj,2.0,1.6580000000000001,mixed
45,33,12,study,MOUSE,657,3,mixed,obj,4.0,1.268,mixed
45,33,13,study,RALPH NADER,207,3,mixed,cel,3.0,1.278,mixed
45,33,14,study,BRITTANY MURPHY,41,3,mixed,cel,3.0,1.859,mixed
45,33,15,study,RAY CHARLES,208,3,mixed,cel,3.0,1.626,mixed
45,33,16,study,JASON BIGGS,118,3,mixed,cel,2.0,1.6369999999999998,mixed
45,33,17,study,HAYDEN PLANETARIUM,343,3,mixed,loc,3.0,1.571,mixed
45,33,18,study,AGRA FORT,259,3,mixed,loc,3.0,1.679,mixed
45,33,19,study,FISHERMAN'S WHARF,320,3,mixed,loc,4.0,1.5019999999999998,mixed
45,33,20,study,BILL MAHER,31,3,mixed,cel,3.0,1.2570000000000001,mixed
45,33,21,study,GWEN STEFANI,97,3,mixed,cel,3.0,1.151,mixed
45,33,22,study,DOOR,576,3,mixed,obj,4.0,1.092,mixed
45,33,23,study,FIRE EXTINGUISHER,585,3,mixed,obj,3.0,1.527,mixed
45,33,24,study,WATCH,758,3,mixed,obj,4.0,1.123,mixed
45,33,1,recall,WATCH,758,3,mixed,obj,4.0,1.123,mixed
45,33,2,recall,DOOR,576,3,mixed,obj,4.0,1.092,mixed
45,33,3,recall,MOUSE,657,3,mixed,obj,4.0,1.268,mixed
45,33,4,recall,FIRE EXTINGUISHER,585,3,mixed,obj,3.0,1.527,mixed
45,33,5,recall,LENS,638,3,mixed,obj,2.0,1.911,mixed
45,33,6,recall,BILL MAHER,31,3,mixed,cel,3.0,1.2570000000000001,mixed
45,33,7,recall,GWEN STEFANI,97,3,mixed,cel,3.0,1.151,mixed
45,33,8,recall,JASON BIGGS,118,3,mixed,cel,2.0,1.6369999999999998,mixed
45,33,9,recall,PRINCESS DIANA,203,3,mixed,cel,4.0,1.786,mixed
45,33,10,recall,RAY CHARLES,208,3,mixed,cel,3.0,1.626,mixed
45,33,11,recall,RALPH NADER,207,3,mixed,cel,3.0,1.278,mixed
45,33,12,recall,GRACELAND,332,3,mixed,loc,1.0,1.476,mixed
45,33,13,recall,INDEPENDENCE HALL,349,3,mixed,loc,2.0,1.565,mixed
45,33,14,recall,OLYMPIA,409,3,mixed,loc,3.0,1.3030000000000002,mixed
45,33,15,recall,FISHERMAN'S WHARF,320,3,mixed,loc,4.0,1.5019999999999998,mixed
45,33,16,recall,SHEA STADIUM,450,3,mixed,loc,1.0,1.6369999999999998,mixed
45,33,17,recall,BRITTANY MURPHY,41,3,mixed,cel,3.0,1.859,mixed
45,33,18,recall,HAYDEN PLANETARIUM,343,3,mixed,loc,3.0,1.571,mixed
45,33,19,recall,GLOVES,598,3,mixed,obj,3.0,1.8330000000000002,mixed
45,33,20,recall,PENDULUM,667,3,mixed,obj,2.0,1.6580000000000001,mixed
45,33,21,recall,WATCH,758,3,mixed,obj,4.0,1.123,mixed
45,36,1,study,MICHAEL JACKSON,179,3,mixed,cel,2.0,1.689,mixed
45,36,2,study,JIMI HENDRIX,127,3,mixed,cel,4.0,1.527,mixed
45,36,3,study,GLASS,596,3,mixed,obj,4.0,1.307,mixed
45,36,4,study,BLENDER,537,3,mixed,obj,2.0,1.53,mixed
45,36,5,study,CAPE CANAVERAL,287,3,mixed,loc,3.0,2.028,mixed
45,36,6,study,TRAFALGAR SQUARE,482,3,mixed,loc,3.0,1.788,mixed
45,36,7,study,CAPILANO BRIDGE,290,3,mixed,loc,4.0,1.168,mixed
45,36,8,study,TRIPOD,744,3,mixed,obj,1.0,1.2690000000000001,mixed
45,36,9,study,BOWLING BALL,543,3,mixed,obj,2.0,2.394,mixed
45,36,10,study,PAPER CLIP,664,3,mixed,obj,4.0,1.7790000000000001,mixed
45,36,11,study,PLATE,678,3,mixed,obj,4.0,1.107,mixed
45,36,12,study,DWIGHT EISENHOWER,83,3,mixed,cel,3.0,1.272,mixed
45,36,13,study,TIGER WOODS,239,3,mixed,cel,3.0,1.7369999999999999,mixed
45,36,14,study,RICHARD SIMMONS,213,3,mixed,cel,2.0,1.719,mixed
45,36,15,study,STEVE MARTIN,233,3,mixed,cel,4.0,0.925,mixed
45,36,16,study,LOUVRE,372,3,mixed,loc,3.0,1.801,mixed
45,36,17,study,MALL OF AMERICA,377,3,mixed,loc,2.0,1.956,mixed
45,36,18,study,PICADILLY CIRCUS,423,3,mixed,loc,3.0,2.552,mixed
45,36,19,study,BRUCE LEE,42,3,mixed,cel,4.0,1.166,mixed
45,36,20,study,RUSSELL CROWE,222,3,mixed,cel,3.0,1.22,mixed
45,36,21,study,MASCARA,645,3,mixed,obj,4.0,1.406,mixed
45,36,22,study,URINAL,750,3,mixed,obj,1.0,1.506,mixed
45,36,23,study,MACHU PICHU,375,3,mixed,loc,4.0,1.591,mixed
45,36,24,study,GLACIER NATIONAL PARK,329,3,mixed,loc,4.0,1.3619999999999999,mixed
45,36,1,recall,GLACIER NATIONAL PARK,329,3,mixed,loc,4.0,1.3619999999999999,mixed
45,36,2,recall,MACHU PICHU,375,3,mixed,loc,4.0,1.591,mixed
45,36,3,recall,LOUVRE,372,3,mixed,loc,3.0,1.801,mixed
45,36,4,recall,MALL OF AMERICA,377,3,mixed,loc,2.0,1.956,mixed
45,36,5,recall,MICHAEL JACKSON,179,3,mixed,cel,2.0,1.689,mixed
45,36,6,recall,RUSSELL CROWE,222,3,mixed,cel,3.0,1.22,mixed
45,36,7,recall,STEVE MARTIN,233,3,mixed,cel,4.0,0.925,mixed
45,36,8,recall,URINAL,750,3,mixed,obj,1.0,1.506,mixed
45,36,9,recall,MASCARA,645,3,mixed,obj,4.0,1.406,mixed
45,36,10,recall,TRIPOD,744,3,mixed,obj,1.0,1.2690000000000001,mixed
45,36,11,recall,BOWLING BALL,543,3,mixed,obj,2.0,2.394,mixed
45,36,12,recall,DWIGHT EISENHOWER,83,3,mixed,cel,3.0,1.272,mixed
45,36,13,recall,BRUCE LEE,42,3,mixed,cel,4.0,1.166,mixed
45,36,14,recall,PICADILLY CIRCUS,423,3,mixed,loc,3.0,2.552,mixed
45,36,15,recall,PLATE,678,3,mixed,obj,4.0,1.107,mixed
45,36,16,recall,BLENDER,537,3,mixed,obj,2.0,1.53,mixed
45,38,1,study,MICROPHONE,650,3,mixed,obj,3.0,1.72,mixed
45,38,2,study,DOLLAR,574,3,mixed,obj,4.0,1.1909999999999998,mixed
45,38,3,study,COUCH,565,3,mixed,obj,4.0,0.9159999999999999,mixed
45,38,4,study,SYRINGE,728,3,mixed,obj,1.0,1.401,mixed
45,38,5,study,SUSAN SARANDON,236,3,mixed,cel,3.0,1.126,mixed
45,38,6,study,KIRSTEN DUNST,154,3,mixed,cel,2.0,1.371,mixed
45,38,7,study,DAN RATHER,65,3,mixed,cel,3.0,1.787,mixed
45,38,8,study,SMITHSONIAN CASTLE,455,3,mixed,loc,3.0,1.3,mixed
45,38,9,study,WIMBLEDON,502,3,mixed,loc,1.0,1.2429999999999999,mixed
45,38,10,study,WINTER PALACE,503,3,mixed,loc,3.0,1.218,mixed
45,38,11,study,CHRYSLER BUILDING,298,3,mixed,loc,2.0,1.5430000000000001,mixed
45,38,12,study,TRASH CAN,743,3,mixed,obj,4.0,1.187,mixed
45,38,13,study,HANDCUFFS,606,3,mixed,obj,1.0,2.1430000000000002,mixed
45,38,14,study,BOSTON COMMON,276,3,mixed,loc,2.0,1.349,mixed
45,38,15,study,QUEBEC,430,3,mixed,loc,3.0,1.485,mixed
45,38,16,study,JOHN MCCAIN,138,3,mixed,cel,2.0,1.4369999999999998,mixed
45,38,17,study,CONAN O'BRIEN,60,3,mixed,cel,4.0,1.3969999999999998,mixed
45,38,18,study,TONY BLAIR,245,3,mixed,cel,3.0,1.483,mixed
45,38,19,study,NAVAL ACADEMY CHAPEL,401,3,mixed,loc,1.0,0.995,mixed
45,38,20,study,MGM GRAND,384,3,mixed,loc,1.0,1.483,mixed
45,38,21,study,PRINCE CHARLES,201,3,mixed,cel,3.0,1.84,mixed
45,38,22,study,KATIE COURIC,148,3,mixed,cel,4.0,1.409,mixed
45,38,23,study,JACKHAMMER,620,3,mixed,obj,2.0,1.6380000000000001,mixed
45,38,24,study,HAT,609,3,mixed,obj,3.0,1.465,mixed
45,38,1,recall,HAT,609,3,mixed,obj,3.0,1.465,mixed
45,38,2,recall,JACKHAMMER,620,3,mixed,obj,2.0,1.6380000000000001,mixed
45,38,3,recall,KATIE COURIC,148,3,mixed,cel,4.0,1.409,mixed
45,38,4,recall,JOHN MCCAIN,138,3,mixed,cel,2.0,1.4369999999999998,mixed
45,38,5,recall,CONAN O'BRIEN,60,3,mixed,cel,4.0,1.3969999999999998,mixed
45,38,6,recall,SYRINGE,728,3,mixed,obj,1.0,1.401,mixed
45,38,7,recall,SUSAN SARANDON,236,3,mixed,cel,3.0,1.126,mixed
45,38,8,recall,TONY BLAIR,245,3,mixed,cel,3.0,1.483,mixed
45,38,9,recall,PRINCE CHARLES,201,3,mixed,cel,3.0,1.84,mixed
45,38,10,recall,WIMBLEDON,502,3,mixed,loc,1.0,1.2429999999999999,mixed
45,38,11,recall,CHRYSLER BUILDING,298,3,mixed,loc,2.0,1.5430000000000001,mixed
45,38,12,recall,NAVAL ACADEMY CHAPEL,401,3,mixed,loc,1.0,0.995,mixed
45,38,13,recall,KIRSTEN DUNST,154,3,mixed,cel,2.0,1.371,mixed
45,39,1,study,BEN KINGSLEY,24,3,mixed,cel,3.0,1.2329999999999999,mixed
45,39,2,study,KURT COBAIN,156,3,mixed,cel,3.0,1.183,mixed
45,39,3,study,NICOLAS CAGE,191,3,mixed,cel,3.0,1.023,mixed
45,39,4,study,QUEEN ELIZABETH,205,3,mixed,cel,2.0,1.178,mixed
45,39,5,study,ALICIA KEYS,9,3,mixed,cel,3.0,1.064,mixed
45,39,6,study,HEATHER GRAHAM,102,3,mixed,cel,2.0,1.23,mixed
45,39,7,study,MOUNT RAINIER,396,3,mixed,loc,4.0,1.179,mixed
45,39,8,study,BELLAGIO FOUNTAINS,273,3,mixed,loc,1.0,1.063,mixed
45,39,9,study,JENNE MOSQUE,353,3,mixed,loc,3.0,1.4969999999999999,mixed
45,39,10,study,ROMAN FORUM,437,3,mixed,loc,4.0,1.31,mixed
45,39,11,study,LAWN MOWER,634,3,mixed,obj,2.0,1.4180000000000001,mixed
45,39,12,study,BOLT,539,3,mixed,obj,3.0,1.665,mixed
45,39,13,study,GOBLET,600,3,mixed,obj,3.0,1.673,mixed
45,39,14,study,PIN,677,3,mixed,obj,1.0,1.919,mixed
45,39,15,study,DOORKNOB,575,3,mixed,obj,4.0,1.219,mixed
45,39,16,study,DICE,573,3,mixed,obj,2.0,1.3719999999999999,mixed
45,39,17,study,NORTH POLE,404,3,mixed,loc,3.0,2.119,mixed
45,39,18,study,MASSACHUSETS STATE HOUSE,380,3,mixed,loc,2.0,1.63,mixed
45,39,19,study,ETHIOPIAN CHURCH,317,3,mixed,loc,4.0,1.19,mixed
45,39,20,study,EPCOT CENTER,316,3,mixed,loc,2.0,1.5419999999999998,mixed
45,39,21,study,NORMAN SCHWARZKOPF,193,3,mixed,cel,2.0,1.7380000000000002,mixed
45,39,22,study,FREDDIE MERCURY,90,3,mixed,cel,3.0,1.4240000000000002,mixed
45,39,23,study,SHOVEL,707,3,mixed,obj,3.0,1.505,mixed
45,39,24,study,PEPPER,669,3,mixed,obj,3.0,1.621,mixed
45,39,1,recall,PEPPER,669,3,mixed,obj,3.0,1.621,mixed
45,39,2,recall,SHOVEL,707,3,mixed,obj,3.0,1.505,mixed
45,39,3,recall,NORMAN SCHWARZKOPF,193,3,mixed,cel,2.0,1.7380000000000002,mixed
45,39,4,recall,FREDDIE MERCURY,90,3,mixed,cel,3.0,1.4240000000000002,mixed
45,39,5,recall,QUEEN ELIZABETH,205,3,mixed,cel,2.0,1.178,mixed
45,39,6,recall,HEATHER GRAHAM,102,3,mixed,cel,2.0,1.23,mixed
45,39,7,recall,ETHIOPIAN CHURCH,317,3,mixed,loc,4.0,1.19,mixed
45,39,8,recall,MISSISSIPPI STATE HOUSE,-2,3,mixed,,,,mixed
45,39,9,recall,ALICIA KEYS,9,3,mixed,cel,3.0,1.064,mixed
45,39,10,recall,DOORKNOB,575,3,mixed,obj,4.0,1.219,mixed
45,39,11,recall,DICE,573,3,mixed,obj,2.0,1.3719999999999999,mixed
45,39,12,recall,BOLT,539,3,mixed,obj,3.0,1.665,mixed
45,39,13,recall,GOBLET,600,3,mixed,obj,3.0,1.673,mixed
45,40,1,study,MECCA,382,3,mixed,loc,4.0,1.35,mixed
45,40,2,study,CARNEGIE HALL,293,3,mixed,loc,3.0,1.206,mixed
45,40,3,study,LUXOR HOTEL,374,3,mixed,loc,1.0,1.125,mixed
45,40,4,study,TIMES SQUARE,477,3,mixed,loc,4.0,1.485,mixed
45,40,5,study,SYDNEY OPERA HOUSE,470,3,mixed,loc,4.0,1.4769999999999999,mixed
45,40,6,study,JACK BLACK,109,3,mixed,cel,3.0,1.2890000000000001,mixed
45,40,7,study,ANTONIO BANDERAS,16,3,mixed,cel,3.0,1.4969999999999999,mixed
45,40,8,study,JOHN KERRY,135,3,mixed,cel,3.0,1.4280000000000002,mixed
45,40,9,study,CHER,52,3,mixed,cel,3.0,1.1640000000000001,mixed
45,40,10,study,DRUM,579,3,mixed,obj,2.0,1.66,mixed
45,40,11,study,JACKET,619,3,mixed,obj,3.0,1.604,mixed
45,40,12,study,DEODORANT,571,3,mixed,obj,4.0,1.044,mixed
45,40,13,study,LADLE,630,3,mixed,obj,3.0,1.238,mixed
45,40,14,study,RIBBON,689,3,mixed,obj,2.0,1.423,mixed
45,40,15,study,ROSE,693,3,mixed,obj,2.0,1.778,mixed
45,40,16,study,LINCOLN CENTER,367,3,mixed,loc,3.0,1.81,mixed
45,40,17,study,CARLSBAD CAVERNS,292,3,mixed,loc,4.0,1.7919999999999998,mixed
45,40,18,study,SORBONNE CHAPEL,458,3,mixed,loc,3.0,1.604,mixed
45,40,19,study,LAMP,631,3,mixed,obj,4.0,0.998,mixed
45,40,20,study,SATELLITE DISH,696,3,mixed,obj,3.0,1.891,mixed
45,40,21,study,BILLY CRYSTAL,34,3,mixed,cel,4.0,1.41,mixed
45,40,22,study,JIM BELUSHI,124,3,mixed,cel,3.0,1.202,mixed
45,40,23,study,MICHAEL MOORE,181,3,mixed,cel,3.0,1.0390000000000001,mixed
45,40,24,study,DUSTIN HOFFMAN,82,3,mixed,cel,4.0,1.1420000000000001,mixed
45,40,1,recall,DUSTIN HOFFMAN,82,3,mixed,cel,4.0,1.1420000000000001,mixed
45,40,2,recall,MICHAEL MOORE,181,3,mixed,cel,3.0,1.0390000000000001,mixed
45,40,3,recall,BILLY CRYSTAL,34,3,mixed,cel,4.0,1.41,mixed
45,40,4,recall,JOHN KERRY,135,3,mixed,cel,3.0,1.4280000000000002,mixed
45,40,5,recall,LADLE,630,3,mixed,obj,3.0,1.238,mixed
45,40,6,recall,SATELLITE DISH,696,3,mixed,obj,3.0,1.891,mixed
45,40,7,recall,DEODORANT,571,3,mixed,obj,4.0,1.044,mixed
45,40,8,recall,DRUM,579,3,mixed,obj,2.0,1.66,mixed
45,40,9,recall,SORBONNE CHAPEL,458,3,mixed,loc,3.0,1.604,mixed
45,40,10,recall,LINCOLN CENTER,367,3,mixed,loc,3.0,1.81,mixed
45,40,11,recall,JACKET,619,3,mixed,obj,3.0,1.604,mixed
45,40,12,recall,SYDNEY OPERA HOUSE,470,3,mixed,loc,4.0,1.4769999999999999,mixed
45,41,1,study,GRAND TETON PARK,336,3,mixed,loc,4.0,1.038,mixed
45,41,2,study,TOWER OF PISA,481,3,mixed,loc,4.0,1.034,mixed
45,41,3,study,CLIFF PALACE,301,3,mixed,loc,4.0,0.9890000000000001,mixed
45,41,4,study,WOLF BLITZER,255,3,mixed,cel,2.0,1.251,mixed
45,41,5,study,BONO,38,3,mixed,cel,2.0,1.11,mixed
45,41,6,study,MICROSCOPE,651,3,mixed,obj,1.0,1.126,mixed
45,41,7,study,BELL,533,3,mixed,obj,2.0,2.279,mixed
45,41,8,study,LEAF,635,3,mixed,obj,4.0,1.057,mixed
45,41,9,study,GWYNETH PALTROW,98,3,mixed,cel,4.0,1.675,mixed
45,41,10,study,WILL FERRELL,252,3,mixed,cel,3.0,1.6780000000000002,mixed
45,41,11,study,ADAM SANDLER,1,3,mixed,cel,3.0,1.679,mixed
45,41,12,study,BOB DOLE,35,3,mixed,cel,2.0,1.35,mixed
45,41,13,study,MAMMOTH CAVE,378,3,mixed,loc,3.0,1.6,mixed
45,41,14,study,EASTER ISLAND,313,3,mixed,loc,4.0,1.169,mixed
45,41,15,study,VATICAN CITY,486,3,mixed,loc,4.0,1.215,mixed
45,41,16,study,VACUUM CLEANER,751,3,mixed,obj,2.0,1.726,mixed
45,41,17,study,STOCKING,722,3,mixed,obj,1.0,1.266,mixed
45,41,18,study,BABY BIB,519,3,mixed,obj,1.0,1.3330000000000002,mixed
45,41,19,study,ANTHONY HOPKINS,15,3,mixed,cel,4.0,1.444,mixed
45,41,20,study,GEORGE CLOONEY,93,3,mixed,cel,3.0,1.7380000000000002,mixed
45,41,21,study,SURGE PROTECTOR,726,3,mixed,obj,4.0,1.3419999999999999,mixed
45,41,22,study,FRIDGE,592,3,mixed,obj,4.0,0.948,mixed
45,41,23,study,PACIFIC BELL PARK,411,3,mixed,loc,1.0,1.4040000000000001,mixed
45,41,24,study,LINCOLN MEMORIAL,369,3,mixed,loc,4.0,1.087,mixed
45,41,1,recall,LINCOLN MEMORIAL,369,3,mixed,loc,4.0,1.087,mixed
45,41,2,recall,BOB DOLE,35,3,mixed,cel,2.0,1.35,mixed
45,41,3,recall,GWYNETH PALTROW,98,3,mixed,cel,4.0,1.675,mixed
45,41,4,recall,GEORGE CLOONEY,93,3,mixed,cel,3.0,1.7380000000000002,mixed
45,41,5,recall,ADAM SANDLER,1,3,mixed,cel,3.0,1.679,mixed
45,41,6,recall,WILL FERRELL,252,3,mixed,cel,3.0,1.6780000000000002,mixed
45,41,7,recall,WOLF BLITZER,255,3,mixed,cel,2.0,1.251,mixed
45,41,8,recall,EASTER ISLAND,313,3,mixed,loc,4.0,1.169,mixed
45,41,9,recall,TOWER OF PISA,481,3,mixed,loc,4.0,1.034,mixed
45,41,10,recall,FRIDGE,592,3,mixed,obj,4.0,0.948,mixed
45,41,11,recall,MICROSCOPE,651,3,mixed,obj,1.0,1.126,mixed
45,41,12,recall,BABY BIB,519,3,mixed,obj,1.0,1.3330000000000002,mixed
45,41,13,recall,LEAF,635,3,mixed,obj,4.0,1.057,mixed
45,41,14,recall,GRAND TETON PARK,336,3,mixed,loc,4.0,1.038,mixed
45,42,1,study,SPACE NEEDLE,459,3,mixed,loc,3.0,1.101,mixed
45,42,2,study,LIBERTY PLACE,365,3,mixed,loc,2.0,1.271,mixed
45,42,3,study,WALK OF FAME,495,3,mixed,loc,2.0,1.255,mixed
45,42,4,study,WALLET,757,3,mixed,obj,4.0,1.483,mixed
45,42,5,study,ANCHOR,514,3,mixed,obj,1.0,1.55,mixed
45,42,6,study,BUTTON,551,3,mixed,obj,4.0,1.845,mixed
45,42,7,study,WHITNEY HOUSTON,251,3,mixed,cel,2.0,1.23,mixed
45,42,8,study,QUEEN LATIFAH,206,3,mixed,cel,3.0,1.295,mixed
45,42,9,study,ROBERT REDFORD,216,3,mixed,cel,4.0,1.103,mixed
45,42,10,study,PETRA,418,3,mixed,loc,4.0,1.7480000000000002,mixed
45,42,11,study,NOTRE DAME,405,3,mixed,loc,4.0,1.056,mixed
45,42,12,study,STEVEN SPIELBERG,234,3,mixed,cel,3.0,1.145,mixed
45,42,13,study,BILL GATES,30,3,mixed,cel,2.0,1.9880000000000002,mixed
45,42,14,study,GUM,604,3,mixed,obj,3.0,1.452,mixed
45,42,15,study,INTERCOM,617,3,mixed,obj,2.0,2.069,mixed
45,42,16,study,FENWAY PARK,319,3,mixed,loc,1.0,1.431,mixed
45,42,17,study,IGUAZU FALLS,348,3,mixed,loc,4.0,1.538,mixed
45,42,18,study,BUCKINGHAM PALACE,283,3,mixed,loc,2.0,1.5130000000000001,mixed
45,42,19,study,DONALD RUMSFELD,79,3,mixed,cel,2.0,1.645,mixed
45,42,20,study,COURTNEY LOVE,63,3,mixed,cel,3.0,1.5930000000000002,mixed
45,42,21,study,PIERCE BROSNAN,200,3,mixed,cel,3.0,1.4669999999999999,mixed
45,42,22,study,FEATHER,584,3,mixed,obj,3.0,1.919,mixed
45,42,23,study,CANOE,557,3,mixed,obj,2.0,1.5230000000000001,mixed
45,42,24,study,NECKLACE,658,3,mixed,obj,4.0,1.66,mixed
45,42,1,recall,NECKLACE,658,3,mixed,obj,4.0,1.66,mixed
45,42,2,recall,CANOE,557,3,mixed,obj,2.0,1.5230000000000001,mixed
45,42,3,recall,PIERCE BROSNAN,200,3,mixed,cel,3.0,1.4669999999999999,mixed
45,42,4,recall,COURTNEY LOVE,63,3,mixed,cel,3.0,1.5930000000000002,mixed
45,42,5,recall,DONALD RUMSFELD,79,3,mixed,cel,2.0,1.645,mixed
45,42,6,recall,QUEEN LATIFAH,206,3,mixed,cel,3.0,1.295,mixed
45,42,7,recall,WHITNEY HOUSTON,251,3,mixed,cel,2.0,1.23,mixed
45,42,8,recall,BUCKINGHAM PALACE,283,3,mixed,loc,2.0,1.5130000000000001,mixed
45,42,9,recall,NOTRE DAME,405,3,mixed,loc,4.0,1.056,mixed
45,42,10,recall,IGUAZU FALLS,348,3,mixed,loc,4.0,1.538,mixed
45,42,11,recall,LIBERTY PLACE,365,3,mixed,loc,2.0,1.271,mixed
45,42,12,recall,SPACE NEEDLE,459,3,mixed,loc,3.0,1.101,mixed
45,45,1,study,CIGARETTE,562,3,mixed,obj,4.0,0.941,mixed
45,45,2,study,FOAM CUP,590,3,mixed,obj,2.0,1.3980000000000001,mixed
45,45,3,study,MIKE TYSON,184,3,mixed,cel,1.0,1.209,mixed
45,45,4,study,SCARLETT JOHANSSON,226,3,mixed,cel,3.0,0.95,mixed
45,45,5,study,GENE HACKMAN,92,3,mixed,cel,4.0,1.023,mixed
45,45,6,study,KOBE BRYANT,155,3,mixed,cel,3.0,1.484,mixed
45,45,7,study,HOLLYWOOD,344,3,mixed,loc,2.0,1.547,mixed
45,45,8,study,ACADIA PARK,257,3,mixed,loc,3.0,1.2229999999999999,mixed
45,45,9,study,BIRDHOUSE,536,3,mixed,obj,2.0,1.705,mixed
45,45,10,study,BOOK,540,3,mixed,obj,4.0,1.078,mixed
45,45,11,study,PUMPKIN,681,3,mixed,obj,2.0,1.273,mixed
45,45,12,study,MAYONNAISE,647,3,mixed,obj,3.0,1.4680000000000002,mixed
45,45,13,study,BOTTLE,541,3,mixed,obj,3.0,1.6380000000000001,mixed
45,45,14,study,LEGO,636,3,mixed,obj,1.0,0.846,mixed
45,45,15,study,SMOKY MOUNTAINS,456,3,mixed,loc,4.0,1.206,mixed
45,45,16,study,PETRONAS TOWERS,420,3,mixed,loc,3.0,2.11,mixed
45,45,17,study,PHILADELPHIA ART MUSEUM,421,3,mixed,loc,4.0,1.44,mixed
45,45,18,study,CAPE HORN,288,3,mixed,loc,3.0,1.46,mixed
45,45,19,study,VERSAILLES,489,3,mixed,loc,4.0,1.401,mixed
45,45,20,study,YUKON RIVER,511,3,mixed,loc,3.0,1.7469999999999999,mixed
45,45,21,study,KATE WINSLET,147,3,mixed,cel,3.0,1.162,mixed
45,45,22,study,JASON ALEXANDER,117,3,mixed,cel,2.0,1.2590000000000001,mixed
45,45,23,study,LUCY LIU,165,3,mixed,cel,2.0,1.4409999999999998,mixed
45,45,24,study,JACKIE KENNEDY,112,3,mixed,cel,3.0,1.2770000000000001,mixed
45,45,1,recall,JACKIE KENNEDY,112,3,mixed,cel,3.0,1.2770000000000001,mixed
45,45,2,recall,LUCY LIU,165,3,mixed,cel,2.0,1.4409999999999998,mixed
45,45,3,recall,CAPE HORN,288,3,mixed,loc,3.0,1.46,mixed
45,45,4,recall,SMOKY MOUNTAINS,456,3,mixed,loc,4.0,1.206,mixed
45,45,5,recall,YUKON RIVER,511,3,mixed,loc,3.0,1.7469999999999999,mixed
45,45,6,recall,PUMPKIN,681,3,mixed,obj,2.0,1.273,mixed
45,45,7,recall,CIGARETTE,562,3,mixed,obj,4.0,0.941,mixed
